\ Text file in IPAC table format, read with astropy
\ from astropy.table import QTable
\ QTable.read('filename.tbl', format='ascii.ipac')
\ Instrument model exported from Lambda WMAP DR5
|bandpass_frequency|        bandpass_weight|
|            double|                 double|
|               GHz|                       |
|              null|                   null|
               33.0   8.211817968421408e-06 
              33.08 -2.1781432576673648e-07 
              33.17  3.4556177452854846e-05 
              33.26  -7.323452182013372e-06 
              33.34  5.6698733401806765e-05 
              33.42  -3.872537798274047e-06 
              33.51   5.624669847110957e-05 
               33.6  3.0005539995680696e-06 
              33.68  0.00010266951120872398 
              33.76   5.645509468108007e-05 
              33.85  0.00014666298070259347 
              33.94  5.5419763630503726e-05 
              34.02  0.00015587590501521688 
               34.1   8.498573266949264e-05 
              34.19  0.00010553263184164997 
              34.28  -1.936340621666097e-05 
              34.36   6.423521943122835e-05 
              34.44   3.259256255188349e-05 
              34.53   0.0001645825911887801 
              34.62   0.0002924499803488705 
               34.7   0.0009393141363403291 
              34.78   0.0009085134202875653 
              34.87    0.002068044824906528 
              34.96    0.006121739578597365 
              35.04    0.013729836031262297 
              35.12     0.03037326328259651 
              35.21    0.023582470920330167 
              35.29     0.02715169735461593 
              35.38     0.03172097488349849 
              35.47     0.04590707682407947 
              35.55     0.04917832066026297 
              35.63     0.04753873159748636 
              35.72     0.06037454472511374 
              35.81    0.044207292371740606 
              35.89     0.06833183776144316 
              35.97     0.05566150341114045 
              36.06     0.06658262111730005 
              36.15     0.06789762855103482 
              36.23     0.06812652494054494 
              36.31     0.09136983873716145 
               36.4     0.06991692206295853 
              36.49     0.07519163588553807 
              36.57     0.06289930035159967 
              36.65     0.07280550304986755 
              36.74      0.0716508116640862 
              36.83     0.07134470469883272 
              36.91     0.06096948654218172 
              36.99     0.06405292330027128 
              37.08     0.08566893652881617 
              37.17     0.07759670136651417 
              37.25      0.0892017396088616 
              37.33     0.07078434637131877 
              37.42      0.0845522953923438 
              37.51     0.08695731709252244 
              37.59     0.12198926950491842 
              37.67     0.08722244693172934 
              37.76     0.08590460531312945 
              37.85     0.09751310929000173 
              37.93     0.09259740359070442 
              38.01     0.09314371897026914 
               38.1     0.06777978694593272 
              38.19     0.06863247212475741 
              38.27    0.062169801669836114 
              38.35     0.10657713611826328 
              38.44      0.0897413085258998 
              38.53       0.111885367393737 
              38.61      0.0837005753270122 
              38.69     0.12984890490638085 
              38.78      0.1077521812152835 
              38.87     0.09947034931173006 
              38.95     0.06942975946614476 
              39.03     0.06720089848031907 
              39.12     0.07924255968082995 
              39.21     0.11328009638602989 
              39.29     0.13336833398084383 
              39.38     0.09551213223000514 
              39.46     0.09501468264642296 
              39.54     0.08751634261217284 
              39.63      0.1767307864378522 
              39.72     0.16379974177877102 
               39.8     0.22311066989975553 
              39.88      0.1442331169582655 
              39.97     0.20394734523734084 
              40.06       0.160618893851777 
              40.14     0.19786573843918515 
              40.22     0.15130845596956563 
              40.31     0.15975640439872862 
               40.4        0.15874597638947 
              40.48     0.20572043807888357 
              40.56      0.1834453775350288 
              40.65     0.15858378101190532 
              40.74     0.11901645881811336 
              40.82     0.13321470124306473 
               40.9     0.16265252176561762 
              40.99     0.19375702341750783 
